State,City,Operator,Header,Address,lat,lng,Link
Texas,Houston,SoftLayer,SoftLayer - HOU01,"390 Benmar Drive, Houston, CA 77060",29.7604267,-95.3698028,/usa/texas/houston/the-planet-390-benmar/
Texas,Houston,"TexLink Communications, Inc.",TexLink Houston,"1770 St. James Place, Houston, CA 77056",29.7484269,-95.4735783,/usa/texas/houston/texlink-houston/
Texas,Houston,SoftLayer,SoftLayer - HOU04,"315 Capitol St, Houston, CA 77002",29.7628028,-95.3690073,/usa/texas/houston/softlayer-hou04/
Texas,Houston,TeleSource Communications Inc.,TeleSource IDC,"1301 Fannin Street, Houston, CA 77002",29.7533755,-95.3657529,/usa/texas/houston/telesource-idc/
Texas,Houston,"NaviSite, Inc.",NaviSite Houston,"1301 Fannin Street, Houston, CA 77002",29.7533755,-95.3657529,/usa/texas/houston/navisite-houston/
Texas,Bryan,FIBERTOWN,"FIBERTOWN - Bryan, Texas","110 North Main, Bryan, CA 77803",30.6743232,-96.3737383,/usa/texas/bryan/fibertown-bryan-texas/
Texas,El Paso,MDC Data Centers,MDC El Paso - ELP1,"11455 Cedar Oak Dr, El Paso, CA 79936",31.7499904,-106.3099126,/usa/texas/el-paso/mdc-el-paso/
Texas,El Paso,Huntleigh Technology Group,Stanton Data Center,"100 N. Stanton St., El Paso, CA 79901",31.7589835,-106.4855443,/usa/texas/el-paso/stanton-data-center/
Texas,El Paso,Lumen,Lumen El Paso 1,"501 W. Overland, El Paso, CA 79936",31.7558199,-106.4935268,/usa/texas/el-paso/level3-el-paso1/
Texas,El Paso,Lumen,Lumen El Paso 2,"201 E Main Drive, El Paso, CA 79901",31.7609918,-106.4883515,/usa/texas/el-paso/level3-el-paso2/
Texas,El Paso,Unknown Company,Chase Tower El Paso,"201 E Main Drive, El Paso, CA 79901",31.7609918,-106.4883515,/usa/texas/el-paso/chase-tower/
Texas,El Paso,"transtelco, Inc.",transtelco El Paso,"500 W Overland Avenue, El Paso, CA 79901",31.7553378,-106.4931378,/usa/texas/el-paso/transtelco-el-paso/
Texas,El Paso,tw telecom,tw telecom El Paso,"201 E Main Dr, El Paso, CA 79910",31.7609918,-106.4883515,/usa/texas/el-paso/twtc-el-paso/
Texas,Lubbock,Lumen,Lumen Lubbock 1,"1502 Ave. N, Lubbock, CA 79479",33.5810949,-101.8516391,/usa/texas/lubbock/level3-lubbock1/
Texas,Lubbock,Reese Data Center,Reese Data Center,"9924 Reese Blvd., Lubbock, CA 79416",33.594283,-102.0321546,/usa/texas/lubbock/reese-data-center/
Texas,Nacogdoches,NacSpace.com,NacSpace Data Center,"2400 North Stallings Drive, Nacogdoches, CA 75964",31.6531097,-94.6762818,/usa/texas/nacogdoches/nacspace-data-center/
Texas,The Woodlands,"Optiquest Internet Services, Inc.",Optiquest Datacenter,"780 Westridge Rd, The Woodlands, CA 77380",36.778261,-119.4179324,/usa/texas/the-woodlands/optiquest-datacenter/
Texas,Tyler,Tyler Vault.com,Tyler Vault.com,"110 N College Ave, Tyler, CA 75702",32.3515439,-95.3018746,/usa/texas/tyler/tyler-vaultcom/
Texas,Waco,DataBank,DataBank ACT1 - Waco,"700 Austin, Waco, CA 76701",31.549333,-97.1466695,/usa/texas/waco/waco-itg/
Texas,Waco,Meta,Meta Temple Data Center,"NW H K Dodgen Loop, Temple, TX 76501",31.1408919,-97.3395579,/usa/texas/waco/meta-temple-data-center/
Texas,Waco,Lumen,Lumen Waco,"1417 Airbase Rd,, Waco, CA 75705",36.778261,-119.4179324,/usa/texas/waco/level3-waco/
Texas,Harlingen,Lumen,Lumen Harlingen 2,"514 E Monroe Ave, Harlingen, CA 78550",26.19349,-97.690697,/usa/texas/harlingen/lumen-harlingen-2/
Texas,Harlingen,Lumen,Lumen Harlingen 1,"505 E. Monroe, Harlingen, CA 78550",26.1940458,-97.6909115,/usa/texas/harlingen/level3-harlingen1/
Texas,Laredo,MDC Data Centers,MDC Laredo - LDO1,"13619 Cabezut Dr, Laredo, CA 78045",27.690588,-99.449913,/usa/texas/laredo/mdc-laredo/
Texas,Laredo,Lumen,Lumen Laredo 1,"518 Farragut, Laredo, CA 78040",27.5057991,-99.5015308,/usa/texas/laredo/level3-laredo1/
Texas,Amarillo,Lumen,Lumen Amarillo 1,"512 SE 8th Avenue, Amarillo, CA 79101",35.2046469,-101.831604,/usa/texas/amarillo/level3-amarillo1/
Texas,Corpus Christi,Lumen,Lumen Corpus Christi 1,"4901 Westway Drive, Corpus Christi, CA 78408",27.7928576,-97.4516119,/usa/texas/corpus-christi/level3-corpus-christi1/
Texas,Eagle Pass,MDC Data Centers,MDC Eagle Pass - EGP1,"464 Bliss St, Eagle Pass, CA 78852",28.7028071,-100.5048819,/usa/texas/eagle-pass/mdc-eagle-pass/
Texas,Montgomery Tx,Montgomery Westland Bunker,Montgomery Westland Bunker,"550 Club Dr., Montgomery, CA 77316",36.778261,-119.4179324,/usa/texas/montgomery-tx/montgomery-westland-bunker/
Texas,Stratford,Lumen,Lumen Stratford 1,"501 W Texas Avenue, Stratford, CA 79084",36.778261,-119.4179324,/usa/texas/stratford/level3-stratford1/
Texas,Wichita Falls,Lumen,Lumen Wichita Falls 1,"301 Lee St, Wichita Falls, CA 76301",33.9194058,-98.4908894,/usa/texas/wichita-falls/lumen-wichita-falls-1/
New York,New York,Digital Realty,60 Hudson Street (JFK12),"60 Hudson Street, New York, CA 10013",40.717729,-74.0083059,/usa/new-york/new-york/tel-x-new-york/
New York,New York,Digital Realty,32 Avenue of the Americas (JFK13),"32 Avenue of the Americas (6th Ave), New York, CA 10013",40.7198769,-74.0042846,/usa/new-york/new-york/telx-nyc3/
New York,New York,Digital Realty,111 Eight Avenue (JFK10),"111 8th Avenue, New York, CA 10011",40.7414911,-74.0033889,/usa/new-york/new-york/111-eight-avenue-dlr/
New York,New York,Hivelocity,Hivelocity - New York 1,"7 Teleport Drive, Staten Island, CA 10311",40.5795317,-74.1502007,/usa/new-york/new-york/hivelocity-new-york-1/
New York,New York,NYI-QTD,NYI-QTD1,"60 Hudson Street, New York, CA 10013",40.717729,-74.0083059,/usa/new-york/new-york/switch-data-new-york1/
New York,New York,1547 Critical Systems Realty,1 Ramland,"1 Ramland Rd, Orangeburg, CA 10962",41.0345237,-73.9758245,/usa/new-york/new-york/1-ramland-facility/
New York,New York,Telehouse America,TELEHOUSE New York Chelsea,"85 10th Avenue, New York, CA 10011",40.7433097,-74.0079322,/usa/new-york/new-york/telehouse-chelsea/
New York,New York,Sabey Data Center Properties LLC,SDC Manhattan,"375 Pearl St, New York, CA 10038",40.7109599,-74.0014202,/usa/new-york/new-york/intergate-manhattan/
New York,New York,TELEHOUSE New Yor,TELEHOUSE New York Teleport,"7 Teleport Drive, New York, CA 10311",40.6067753,-74.1753897,/usa/new-york/new-york/telehouse-center/
New York,New York,Hudson InterXchange,Hudson InterXchange,"60 Hudson Street, New York, CA 10013",40.717729,-74.0083059,/usa/new-york/new-york/datagryd/
New York,New York,DataBank,DataBank LGA1 - Downtown New York City,"60 Hudson St, New York, CA 10013",40.717729,-74.0083059,/usa/new-york/new-york/zcolo-facility-1/
New York,New York,365 Data Centers,365 Data Centers - New York 2,"325 Hudson St, New York, CA 10013",40.7268681,-74.0077026,/usa/new-york/new-york/atlantic-metro-communications/
New York,New York,CoreSite,CoreSite Secaucus (NY2),"2 Emerson Ln, Secaucus, CA 07094",40.7833916,-74.064688,/usa/new-york/new-york/coresite-ny2/
New York,New York,H5 Data Centers,H5 Data Centers New York,"325 Hudson St, New York, CA 10013",40.7268681,-74.0077026,/usa/new-york/new-york/h5-new-york/
New York,New York,Google,111 Eight Avenue,"111 8th Avenue, New York, CA 10011",40.7414911,-74.0033889,/usa/new-york/new-york/111-eight-avenue/
New York,New York,CoreSite,CoreSite New York (NY1),"32 Avenue of the Americas, New York, CA 10013",40.7198769,-74.0042846,/usa/new-york/new-york/32-americas/
New York,New York,DataBank,DataBank LGA2 - Downtown New York City,"111 8th Ave, Manhattan, CA 10011",40.7414911,-74.0033889,/usa/new-york/new-york/zcolo-facility-2/
New York,New York,DataVerge,Dataverge NY,"882 3rd Ave, Brooklyn, CA 11232",40.6577547,-74.0048472,/usa/new-york/new-york/dataverge-ny/
New York,New York,365 Data Centers,365 Data Centers - New York 3,"121 Varick St., New York, CA 10013",40.7248833,-74.0061994,/usa/new-york/new-york/atlantic-metro-lga4-idc/
New York,New York,Opti9 NY1,Opti9 NY1,"501 Franklin Ave, Garden City, CA 11530",40.7229278,-73.6316511,/usa/new-york/new-york/webair-ny1/
New York,New York,365 Data Centers,365 Data Centers - New York 1,"65 Broadway, New York, CA 10006",40.7072504,-74.0125082,/usa/new-york/new-york/switchdata-newyork3/
New York,New York,ColoHouse,ColoHouse New York,"1 Ramland Road, Orangeburg, CA 10962",41.0345237,-73.9758245,/usa/new-york/new-york/colohouse-new-york/
New York,New York,DataBank,DataBank LGA3 - Orangeburg,"2000 Corporate Dr, Orangeburg, CA 10962",41.0401325,-73.9898993,/usa/new-york/new-york/databank-lga3-orangeburg/
New York,New York,H5 Data Centers,325 Hudson,"325 Hudson325 Hudson, New York, CA 10013",40.7268681,-74.0077026,/usa/new-york/new-york/325-hudson/
New York,New York,CherryRoad Technologies,CherryRoad NYC3,"375 Pearl Street, Manhattan, CA 10038",40.7109599,-74.0014202,/usa/new-york/new-york/cherryroad-nyc3/
New York,New York,Lunavi,Lunavi Orangeburg,"1 Ramland Rd, Orangeburg, CA 10962",41.0345237,-73.9758245,/usa/new-york/new-york/orangeburg/
New York,New York,Evocative Data Centers,Evocative JFK2,"480 N Bedford Rd, Chappaqua, CA 10514",41.1803414,-73.7534289,/usa/new-york/new-york/evocative-jfk2/
New York,New York,Sentinel Datacenters,Sentinel NY-1,"155 Corporate Dr, Orangeburg, CA 10962",41.036227,-73.9859227,/usa/new-york/new-york/sentinel-ny-1/
New York,New York,Centersquare,Centersquare - New York EWR3-B,"365 S Randolphville, Piscataway, CA 08854",40.5526399,-74.4596803,/usa/new-york/new-york/cyxtera-ewr3b/
New York,New York,CROWN CASTLE,CROWN CASTLE (NY1),"111 8th Ave, New York City, CA 10011",40.7414911,-74.0033889,/usa/new-york/new-york/crown-castle-ny1/
New York,New York,365 Data Centers,365 Data Centers - New York 4,"32 6th ave, New York, CA 10013",40.7200627,-74.0047478,/usa/new-york/new-york/atlantic-metro-communications-lga6/
New York,New York,Equinix,Equinix NY9,"111 8th Avenue, New York, CA 10011",40.7414911,-74.0033889,/usa/new-york/new-york/switch-data-new-york2/
New York,New York,NYI (New York Internet Company),NYI - New York,"100 William Street, New York, CA 10038",40.7083827,-74.0072011,/usa/new-york/new-york/new-york-internet-dc1/
New York,New York,Colocation America,Colocation America NYDC1,"60 Hudson Street, New York, CA 10013",40.717729,-74.0083059,/usa/new-york/new-york/colocation-america-nydc1/
New York,New York,EXA Infrastructure,EXA DC New York,"60 Hudson Street, New York, CA 10013",40.717729,-74.0083059,/usa/new-york/new-york/exa-dc-new-york/
New York,New York,Colocation America,Colocation America NYDC3,"11 Skyline Dr, Hawthorne, CA 10532",33.9164032,-118.3525748,/usa/new-york/new-york/colocation-america-nydc3/
New York,New York,Colocation America,Colocation America NYDC2,"111 8th Avenue, New York, CA 10011",40.7414911,-74.0033889,/usa/new-york/new-york/colocation-america-nydc2/
New York,New York,365 Data Centers,365 Data Centers - Long Island,"500 Commack Roadj, Commack, CA 11725",40.8232323,-73.2919648,/usa/new-york/new-york/365dcs-long-island/
New York,New York,Lumen,Lumen New York 2,"601 W 26th, New York, CA 10001",40.7516571,-74.0071579,/usa/new-york/new-york/lumen-new-york-2/
New York,New York,Data Center NYC,Data Center NYC - LGA4,"121 Varick St, New York, CA 10013",40.7248833,-74.0061994,/usa/new-york/new-york/data-center-nyc-lga4/
New York,New York,Globecomm,Globecomm NY,"45 Oser Avenue, Hauppauge, CA 11788",40.8150639,-73.2371841,/usa/new-york/new-york/globecomm-ny/
New York,New York,Lumen,Lumen New York 1,"111 8th Avenue, New York, CA 10011",40.7414911,-74.0033889,/usa/new-york/new-york/level3-new-york1/
New York,New York,Lumen,LG Networks NYC Node,"150 Varick Street, New York, CA 10012",40.7260463,-74.0055247,/usa/new-york/new-york/lg-networks-nyc-node/
New York,New York,"Cogent Communications, Inc.",Cogent New York,"25 Broadway, New York, CA 10004",40.7056999,-74.0136146,/usa/new-york/new-york/cogent-new-york2/
New York,New York,Unknown Company,121 Varick St,"121 Varick St, New York, CA 10013",40.7248833,-74.0061994,/usa/new-york/new-york/121-varick-st/
New York,New York,Delimiter Corp,NYRK06,"500 Commack RoadNY, Commack, CA 11725",40.8232323,-73.2919648,/usa/new-york/new-york/nyrk06/
New York,New York,NewBridge,New Bridge,"927 McDonald Ave, Broolyn, CA 11218",40.631413,-73.9768964,/usa/new-york/new-york/new-bridge/
New York,New York,Arbinet,Arbinet 75 Broad St,"75 Broad St., New York, CA 10004",40.7046503,-74.011368,/usa/new-york/new-york/arbinet-75-broad-st/
New York,New York,FirstService Williams Commercial Real Estate,60 Hudson Street,"60 Hudson Street, New York, CA 10013",40.717729,-74.0083059,/usa/new-york/new-york/60-hudson-street/
New York,New York,Epsilon,Epsilon Global Hubs,"60 Hudson Street, New York, CA 10013",40.717729,-74.0083059,/usa/new-york/new-york/epsilon-global-hubs1/
New York,New York,Unisecure Data Centers70-,Unisecure Data Centers,"26 Groton Street, Forest Hills, NY, New York, New York, CA 11375",40.717692,-73.853173,/usa/new-york/new-york/unisecure/
New York,New York,Enotch Networks,Enotch Networks,"33 Whitehall Street, New York, CA 10004",40.7034435,-74.0124769,/usa/new-york/new-york/enotch-networks/
New York,New York,Broadview Networks,The Starrett-Lehigh Building,"601 W 26th Street, New York, CA 10001",40.7516571,-74.0071579,/usa/new-york/new-york/starrett-lehigh-building/
New York,New York,Lightower Fiber Networks,Lightower New York,"60 Hudson Street, New York, CA 10013",40.717729,-74.0083059,/usa/new-york/new-york/lightower-new-york/
New York,New York,XO Communications,XO New York,"111 8th Avenue, New York, CA 10011",40.7414911,-74.0033889,/usa/new-york/new-york/xo-new-york/
New York,New York,Telia Company,TeliaSonera NYKEC,"111 8th Avenue, New York, CA 10011",40.7414911,-74.0033889,/usa/new-york/new-york/telia-new-york/
New York,New York,Sargasso Networks Inc.,Sargasso Networks,"60 Hudson Street, New York, CA 10013",40.717729,-74.0083059,/usa/new-york/new-york/sargasso-networks/
New York,New York,JEMB Realty Inc.,75 Broad Street,"75 Broad Street, New York, CA 10004",40.70473,-74.0114523,/usa/new-york/new-york/75-broad-street/
New York,New York,Kipp Stawski Group,Briad Financial Center,"33 Whitehall Street, New York, CA 10004",40.7034435,-74.0124769,/usa/new-york/new-york/briad-financial-center/
New York,New York,Rudin Management Company,32 Avenue of the Americas,"32 Avenue of the Americas (6th Ave), New York, CA 10019",40.7198769,-74.0042846,/usa/new-york/new-york/32sixthave/
New York,New York,AT&T Inc.,AT&T 811 10th Ave,"811 10th Avenue, New York, CA 10019",40.7671519,-73.990953,/usa/new-york/new-york/att-811-10th-ave/
New York,New York,"New York Connect.Net, Ltd.",New York Connect,"111 8th Avenue, New York, CA 10011",40.7414911,-74.0033889,/usa/new-york/new-york/new-york-connect/
New York,New York,Cinedigm Digital Cinema Corp.,AccessIT 75 Broad,"75 Broad Street, New York, CA 10004",40.70473,-74.0114523,/usa/new-york/new-york/accessit-75-broad/
New York,New York,"Metanet, Inc.",Metanet Hosting,"111 8th Avenue, New York, CA 10011",40.7414911,-74.0033889,/usa/new-york/new-york/metanet-hosting/
New York,New York,AT&T Inc.,AT&T Secaucus,"15 Enterprise Ave, Secaucus, CA 07094",40.7861601,-74.0691201,/usa/new-york/new-york/att-secaucus/
New York,New York,"NaviSite, Inc.",Navisite New York,"395 Hudson St, New York, CA 10014",40.7291207,-74.0077944,/usa/new-york/new-york/navisite-new-york/
New York,New York,Telehouse America,Telehouse Briad Financial Center,"33 Whitehall Street, New York, CA 10004",40.7034435,-74.0124769,/usa/new-york/new-york/telehouse-briad-financial-center/
New York,New York,tw telecom,tw telecom Manhattan,"211 W 61st St, New York, CA 10023",40.7723851,-73.9878775,/usa/new-york/new-york/twtc-manhattan/
New York,New York,Tata Communications,Tata Communications New York,"32 Avenue, New York, CA 10014",40.7696412,-73.8065075,/usa/new-york/new-york/tata-new-york/
New York,Rochester,Centrilogic,CentriLogic Rochester,"28 Mansfield Street, Rochester, CA 14606",43.1565779,-77.6088465,/usa/new-york/rochester/centrilogic/
New York,Rochester,Lumen,Lumen Rochester 1,"1 W Main St, Rochester, CA 14614",43.1565779,-77.6088465,/usa/new-york/rochester/lumen-rochester-1/
New York,Rochester,Lumen,Lumen Gates,"150 Mile Crossing Blvd, Gates, CA 14624",43.1501741,-77.7301508,/usa/new-york/rochester/twtc-gates/
New York,Rochester,Synopek,Synoptek - Rochester / Pittsford,"1100 Pittsford Victor Rd, Pittsford, CA 14534",43.0493092,-77.4665223,/usa/new-york/rochester/earthlink-data-center/
New York,Rochester,tw telecom,tw telecom Syracuse,"109 S Warren St, Syracuse, CA 13202",43.0502209,-76.1503483,/usa/new-york/rochester/twtc-syracuse/
New York,Buffalo,365 Data Centers,365 Data Centers - Buffalo,"350 Main St., Buffalo, CA 14202",42.8842134,-78.8756835,/usa/new-york/buffalo/switchdata-buffalo/
New York,Buffalo,ColoCrossing,ColoCrossing BUF1,"325 Delaware Ave, Buffalo, CA 14202",42.8930489,-78.8753185,/usa/new-york/buffalo/colocrossing/
New York,Buffalo,Centrilogic,Centrilogic Buffalo,"350 Main Street, Buffalo, CA 14202",42.8842134,-78.8756835,/usa/new-york/buffalo/centrilogic1/
New York,Buffalo,Elm Datacenter,Elm Data Center,"235 Elm St, Buffalo, CA 14203",42.887448,-78.8684973,/usa/new-york/buffalo/elm-dc/
New York,Buffalo,Lumen,Ridge Lea,"4252 Ridge Lea Rd., Amherst, CA 14226",42.99562,-78.808724,/usa/new-york/buffalo/ridge-lea/
New York,Buffalo,Advance,Advance2000,"20001140 Wehrle Drive, Williamsville, CA 14221",42.953114,-78.7373027,/usa/new-york/buffalo/advance2000/
New York,Buffalo,Lumen,Lumen Buffalo 1,"240 Scott Street, Buffalo, CA 14204",42.8756438,-78.8672096,/usa/new-york/buffalo/level3-buffalo1/
New York,Buffalo,Lumen,Lumen Buffalo 2,"325 Delaware Avenue, Buffalo, CA 14204",42.8930489,-78.8753185,/usa/new-york/buffalo/level3-buffalo2/
New York,Buffalo,Shatter I.T.,Shatter I.T.,"350 Main, Buffalo, CA 14202",42.8943161,-78.8736493,/usa/new-york/buffalo/main-place1/
New York,Buffalo,Nexeon,Nexeon BUF1,"325 Delaware Ave, Buffalo, CA 14202",42.8930489,-78.8753185,/usa/new-york/buffalo/nexeon-buf1/
New York,Buffalo,i-evolve,I-Evolve Data Center,"501 John James Audubon Parkway, Buffalo, CA 14228",43.0181286,-78.7842008,/usa/new-york/buffalo/i-evolve-data-center/
New York,Buffalo,"Personal Computers, Inc.",PCI,"703 Washington, Buffalo, CA 14203",42.8667771,-78.8750644,/usa/new-york/buffalo/pci-nuffalo/
New York,Buffalo,Matrix Telecommunications,MTC,"2810 Sweet Home, Amherst, CA 14228",43.0378104,-78.7816219,/usa/new-york/buffalo/mtc/
New York,Buffalo,Victory Technology Center,Victory Technology Center,"5 miles of downtown Buffalo, Buffalo, CA 14218",42.8168447,-78.8326016,/usa/new-york/buffalo/victory-technology-center/
New York,Buffalo,The Benchmark Group,325 Delware Avenue,"325 Delaware Avenue, Buffalo, CA 14202",42.8930489,-78.8753185,/usa/new-york/buffalo/325delaware/
New York,Buffalo,Main Place Liberty Group,350 Main Place,"350 Main Street, Buffalo, CA 14202",42.8842134,-78.8756835,/usa/new-york/buffalo/350-main-place/
New York,Albany,ColoHouse,ColoHouse Albany,"175 Old Loudon Road, Latham, CA 12110",42.7454556,-73.7591433,/usa/new-york/albany/colohouse-albany/
New York,Albany,Lumen,Lumen Albany 3,"11 North Pearl Street, Albany, CA 12207",36.778261,-119.4179324,/usa/new-york/albany/lumen-albany-3/
New York,Albany,FirstLight Fiber,FirstLight Albany NY,"11 North Pearl, Albany, CA 12207",36.778261,-119.4179324,/usa/new-york/albany/firstlight-albany/
New York,Albany,HostRocket,HostRocket,"21 Corporate Dr, Clifton Park, CA 12065",36.778261,-119.4179324,/usa/new-york/albany/hostrocket/
New York,Albany,Lumen,Lumen Albany 4,"10 Airline Dr, Colonie, CA 12205",42.735763,-73.818257,/usa/new-york/albany/twtc-albany/
New York,Albany,Lumen,Lumen Albany 2,"194 Washington Avenue, Albany, CA 12210",36.778261,-119.4179324,/usa/new-york/albany/level3-albany2/
New York,Albany,Lumen,Lumen Albany 1,"316 North Pearl Street, Albany, CA 12207",42.6612525,-73.7474589,/usa/new-york/albany/level3-albany1/
New York,Albany,INOC Data Centers,INOC Data Centers,"4 Tower Place, Albany, CA 12203",42.6823182,-73.8477874,/usa/new-york/albany/inoc-tower-place/
New York,Albany,INOC Data Centers,INOC Data Centers,"80 State Street, Albany, CA 12207",36.778261,-119.4179324,/usa/new-york/albany/inoc/
New York,Albany,Unknown Company,80 State Street,"80 State Street, Albany, CA 12207",36.778261,-119.4179324,/usa/new-york/albany/80-state-street/
New York,Albany,Unknown Company,194 Washington Avenue,"194 Washington Avenue, Albany, CA 12210",36.778261,-119.4179324,/usa/new-york/albany/194-washington/
New York,Albany,Fibertech Networks,Fibertech Albany,"80 State Street, Albany, CA 12207",36.778261,-119.4179324,/usa/new-york/albany/fibertech-albany/
New York,Long Island,365 Data Centers,mindSHIFT Commack,"500 Commack Dr, Commack, CA 11725",40.8232323,-73.2919648,/usa/new-york/long-island/mindshift-commack/
New York,Long Island,Long Island Interconnect,Long Island Interconnect,"1025 Old Country Road, Westbury, CA 11590",40.755697,-73.5580499,/usa/new-york/long-island/1025connect/
New York,Long Island,Stafford Associates,Stafford Assoicates,"21 Bennetts Road, Setauket, CA 11733",40.9304927,-73.1138456,/usa/new-york/long-island/stafford-assoicates/
New York,Long Island,"PointVoIP, LLC",PointVoIP NY3,"3385 Veterans Memorial Hwy, Ronkonkoma, CA 11779",40.7879886,-73.1267545,/usa/new-york/long-island/pointvoip-ny3/
New York,Long Island,Lumen,Lumen Garden City 1,"71 Clinton Road, Garden City, CA 11530",36.778261,-119.4179324,/usa/new-york/long-island/level3-long-island/
New York,Long Island,CNS Colo,CNS Colo,"131 Hoffman Ln, Islandia, CA 11749",40.805755,-73.1861952,/usa/new-york/long-island/cns-colo/
New York,Long Island,TWS Hosting,TWS Hosting,"140 Hoffman Lane, Islandia, CA 11749",40.8070446,-73.1872322,/usa/new-york/long-island/tws-hosting/
New York,Long Island,Vastnet,Vastnet - Melville,"680 Walt Whitman Road, Melvile, CA 11747",40.8057854,-73.41024,/usa/new-york/long-island/vastnet-melville/
New York,Long Island,The Gotham Bus Company Inc.,Gotham Bus,"449 Route 25A, Mt, CA 11766",40.9355474,-73.0207128,/usa/new-york/long-island/gotham-bus/
New York,Long Island,Lightower Fiber Networks,"Lightower Farmingdale, NY","115 Bi County Boulevard, Farmingdale, CA 11735",40.726065,-73.4274286,/usa/new-york/long-island/lightower-farmingdale-ny/
New York,Long Island,"American Business Continuity Centers, LLC.",Continuity Centers,"1000 Woodbury Rd, Woodbury, CA 11797",40.802529,-73.4799836,/usa/new-york/long-island/continuity-centers/
New York,Long Island,GET Long Island,GET Long Island,"Tec Street, Hicksville, NY, 11805",40.7578877,-73.5440657,/usa/new-york/long-island/get-long-island/
New York,Wappingers Falls,CyrusOne Data Centers,CyrusOne NYM7 - Wappingers Falls,"55 Myers Corners Road, Wappingers Falls, CA 12590",41.59167,-73.898111,/usa/new-york/wappingers-falls/new-york-data-center/
New York,Syracuse,Lumen,Lumen Syracuse 1,"2 N Clinton St, Syracuse, CA 13202",43.0501132,-76.1527408,/usa/new-york/syracuse/lumen-syracuse-1/
New York,Syracuse,Lumen,Lumen East Syracuse,"6007 Fair Lakes Rd, East Syracuse, CA 13057",43.0932282,-76.0705244,/usa/new-york/syracuse/lumen-east-syracuse/
New York,Syracuse,Westelcom,Syracuse Data Center,"109 South Warren Street, Syracuse, CA 13202",43.0502209,-76.1503483,/usa/new-york/syracuse/syracuse-data-center/
New York,Syracuse,Northland Communications,Northland Syracuse Datacenter,"500 South Salina Street, Syracuse, CA 13202",43.0438168,-76.1523801,/usa/new-york/syracuse/northland-syracuse-datacenter/
New York,Syracuse,"NaviSite, Inc.",NaviSite Syracuse,"125 Elwood Davis Road, Syracuse, CA 13212",43.0949911,-76.1741691,/usa/new-york/syracuse/navisite-syracuse/
New York,Watertown,Westelcom,Watertown Data Center,"130 Park Place, Watertown, CA 13601",43.9747411,-75.9135247,/usa/new-york/watertown/watertown-data-center/
New York,Binghamton,tw telecom,tw telecom Binghamton,"144 Henry St, Binghamton, CA 13901",42.1019986,-75.9042687,/usa/new-york/binghamton/twtc-binghamton/
New York,Potsdam,Clarkson University,colo@OldMain,"55 Main Street, Potsdam, CA 13676",44.6679736,-74.9801521,/usa/new-york/potsdam/colo-oldmain/
New York,Westchester County,TierPoint,TierPoint Hawthorne - New York,"11 Skyline Dr., Hawthorne, CA 10528",33.9164032,-118.3525748,/usa/new-york/westchester-county/xand-corporation/
New York,Westchester County,TierPoint,TierPoint Harthorne 2 - New York,"17 Skyline Drive, Hawthorne, CA 10532",33.9164032,-118.3525748,/usa/new-york/westchester-county/tierpoint-hw2/
New York,Westchester County,Equinix,Equinix NY13,"401 Fieldcrest Drive, Elmsford, CA 10523",41.0708036,-73.8199454,/usa/new-york/westchester-county/equinix-ny13/
New York,Westchester County,CROWN CASTLE,CROWN CASTLE (NY2),"360 Hamilton Avenue, White Plains, CA 10601",41.0347017,-73.7671058,/usa/new-york/westchester-county/rcn-metro-360-hamilton/
New York,Westchester County,Cohere Communications,Cohere Communications - Westchester,"777 Old Saw Mill River Rd, Tarrytown, CA 10591",41.0794115,-73.82225,/usa/new-york/westchester-county/cohere-westchester/
New York,Westchester County,"American Business Continuity Centers, LLC.",Continuity Centers Hawthorne,"11 Skyline Dr., Hawthorne, CA 10532",33.9164032,-118.3525748,/usa/new-york/westchester-county/continuity-centers-chappaqua/
New York,Plattsburgh,Westelcom,PLattsburgh Data Center,"24 Margaret Street, Plattsburgh, CA 12901",44.6963937,-73.453058,/usa/new-york/plattsburgh/plattsburgh-data-center/
New York,Romulus,"Finger Lakes Technologies Group, Inc",FLTG Park,"4902 McGrane Road, Romulus, CA 14541",42.7871654,-76.8783487,/usa/new-york/romulus/fltg-park/
New York,Utica,Northland Communications,Northland Utica Datacenter,"258 Genesee Street, Utica, Utica, CA 13502",43.0998042,-75.235294,/usa/new-york/utica/northland-utica-datacenter/
New York,Yorktown Heights,GlobeOp,GlobeOp,"1565 Front Street, Yorktown Heights, CA 10598",41.2643537,-73.7780305,/usa/new-york/yorktown-heights/globeop/
Oregon,Portland,Digital Realty,3825 NW Aloclek Street (PDX10),"3825 NW Aloclek Street, Hillsboro, CA 97124",36.778261,-119.4179324,/usa/oregon/portland/telx-prt1/
Oregon,Portland,Flexential,Flexential Portland - Hillsboro 3 Data Center,"5419 NE Starr Blvd, Hillsboro, CA 97124",45.5591974,-122.9380037,/usa/oregon/portland/flexential-hillsboro3/
Oregon,Portland,Flexential,Flexential Portland - Hillsboro 2 Data Center,"5737 NE Huffman St., Hillsboro, CA 97124",45.5578496,-122.9171644,/usa/oregon/portland/flexential-hillsboro2/
Oregon,Portland,Flexential,Flexential Portland - Hillsboro 1 Data Center,"3935 NE Aloclek Place, Hillsboro, CA 97124",36.778261,-119.4179324,/usa/oregon/portland/flexential-hillsboro/
